sample_name,cluster_id,cluster_color,cluster_label,class_id,class_color,class_label,Gad2_log10_cpm,Slc17a7_log10_cpm,Lamp5_log10_cpm,Sncg_log10_cpm,Vip_log10_cpm,Sst_log10_cpm,Pvalb_log10_cpm
F2S4_160603_023_A01,80,#008F1F,L5 IT ALM Cpa6 Gpr88,2,#27AAE1,Glutamatergic,0.307440846771418,2.99158025809961,2.63231333092502,0,0.485648197498256,0.6116411259785,0
F2S4_160603_023_B01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.60246163208316,2.99854194344672,0,1.08305944823497,0.303149670712956,0
F2S4_160603_023_C01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0.174241597083761,2.45759265518195,2.8243822045915,0,0,0.39460492414673,0
F2S4_160603_023_D01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.63641829265609,2.64607317528148,0,0,0,0
F2S4_160603_023_E01,78,#669D6A,L5 IT ALM Tmem163 Dmrtb1,2,#27AAE1,Glutamatergic,0,2.53305803090685,2.93337414579571,0,1.03174262238303,0.744595041126379,0
F2S4_160603_023_F01,65,#B8FFCA,L2/3 IT ALM Ptrf,2,#27AAE1,Glutamatergic,0.359500745387146,2.34495844115043,3.38525511157864,0,1.23307091146351,1.40613937402668,0
F2S4_160603_023_G01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0.170356511686166,2.52356945908751,2.65746220803856,0,0.938778291183581,0.387562309079669,0
F2S4_160603_023_H01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0.318223284222174,2.56319453683516,3.17074553501644,0,0,0.627601233173735,0
F2S4_160603_024_A01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0.152200315391465,2.48171886430441,2.34425310923839,0,0.427948203950685,0,0
F2S4_160603_024_B01,65,#B8FFCA,L2/3 IT ALM Ptrf,2,#27AAE1,Glutamatergic,0.161761886040857,2.4806950436516,3.01321753863671,0,0.807250012050079,0.279354648626887,0
F2S4_160603_024_C01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0.173666950267132,2.50056487063829,2.42165785291817,0,0,0.297388438677053,0
F2S4_160603_024_D01,66,#ADE6A6,L2/3 IT ALM Macc1 Lrg1,2,#27AAE1,Glutamatergic,0.135104809760774,2.76159841864984,3.02063626620459,0,0,0.238002167279064,0
F2S4_160603_024_E01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0.178936359385422,2.71815747230272,2.30729086339364,0,0.705767189941459,0.482792938125641,0
F2S4_160603_024_F01,73,#33A9CE,L5 IT ALM Npw,2,#27AAE1,Glutamatergic,0.18735039493834,2.47530307687002,2.96588164252126,0,0.840943600656972,0.317811097829749,0
F2S4_160603_024_G01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.45658269088877,2.83039209042465,0,0.568527268093321,0.447444832921,0
F2S4_160603_024_H01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0.163290887128683,2.22189817983006,2.76631359742158,0,0,0.451131745967335,0
F2S4_160603_025_A01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.57841931088912,2.628627700309,0,0,0,0
F2S4_160603_025_B01,73,#33A9CE,L5 IT ALM Npw,2,#27AAE1,Glutamatergic,0,2.56521679457451,2.7548835009397,0,0,0,0
F2S4_160603_025_C01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.71749104524486,2.75424576687645,0,0,0,0
F2S4_160603_025_D01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.60117746944125,3.09042612958742,0,0,0.212199405360549,0
F2S4_160603_025_E01,75,#00A79D,L5 IT ALM Cbln4 Fezf2,2,#27AAE1,Glutamatergic,0,2.63487721191011,2.94491628994944,0,0,0,0
F2S4_160603_025_F01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.9257467720427,2.71950046254263,0,0,0,0
F2S4_160603_025_G01,78,#669D6A,L5 IT ALM Tmem163 Dmrtb1,2,#27AAE1,Glutamatergic,0,2.75153992799949,2.80821317016157,0,0.213355846900051,0,0
F2S4_160603_025_H01,75,#00A79D,L5 IT ALM Cbln4 Fezf2,2,#27AAE1,Glutamatergic,0,2.77400975144563,2.97137344670876,0,0.222820922790558,0.222820922790558,0
F2S4_160603_026_A01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.95362250791865,2.65331548759337,0,0,0,0
F2S4_160603_026_B01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.99836877143661,2.62689356270914,0,0,0,0
F2S4_160603_026_C01,66,#ADE6A6,L2/3 IT ALM Macc1 Lrg1,2,#27AAE1,Glutamatergic,0,2.98341733009671,3.00931541849649,0,0.336695340652514,0,0
F2S4_160603_026_D01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.54005562543093,2.51054736288386,0,0,0,0
F2S4_160603_026_E01,75,#00A79D,L5 IT ALM Cbln4 Fezf2,2,#27AAE1,Glutamatergic,0,2.40217267171459,2.80805877417326,0,0,0,0
F2S4_160603_026_F01,73,#33A9CE,L5 IT ALM Npw,2,#27AAE1,Glutamatergic,0,2.59339195062935,2.84752647632586,0,0,0.242489921816695,0
F2S4_160603_026_G01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.5521040181072,2.13429986354608,0,0,0,0
F2S4_160603_026_H01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.66287120383486,2.90765008827592,0,0.2452352712151,0,0
F2S4_160603_027_A01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.70380713611193,2.76691764396148,0,0,0,0
F2S4_160603_027_B01,75,#00A79D,L5 IT ALM Cbln4 Fezf2,2,#27AAE1,Glutamatergic,0,2.63946163814971,2.30546258956322,0,0.402933468520432,0,0
F2S4_160603_027_C01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.56403171677571,2.24099216546324,0,0.203349498780902,0,0
F2S4_160603_027_D01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.69056451365608,2.29239189175981,0,0,0.200723050319947,0
F2S4_160603_027_E01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.75037001851009,1.6520527948676,0,0,0,0
F2S4_160603_027_F01,75,#00A79D,L5 IT ALM Cbln4 Fezf2,2,#27AAE1,Glutamatergic,0,2.68758492781628,2.76141144470139,0,0,0,0
F2S4_160603_027_G01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.58205150809269,2.65802339852315,0,0,0,0
F2S4_160603_027_H01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.82643876006983,2.73853172756267,0,0.239495209037542,0,0
F2S4_160603_028_A01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.86944564065104,2.35361499295023,0,0,0,0
F2S4_160603_028_B01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.52373682570778,2.89474160371467,0,0,0,0
F2S4_160603_028_C01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.61405788869535,3.24150611042475,0,0.232607532089511,0,0
F2S4_160603_028_D01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.49883487517725,2.93078884163288,0,0,0.213547552742795,0
F2S4_160603_028_E01,75,#00A79D,L5 IT ALM Cbln4 Fezf2,2,#27AAE1,Glutamatergic,0,2.64135307021861,2.82482473565455,0,0,0,0
F2S4_160603_028_F01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.89260782283572,2.61009291108881,0,0,0,0
F2S4_160603_028_G01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.44821862627593,2.98598421629833,0,0,0,0
F2S4_160603_028_H01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.9691435998601,2.11730013741178,0,0.364216786972588,0.364216786972588,0
F2S4_160606_001_A01,82,#53A39D,L6 IT ALM Tgfb1,2,#27AAE1,Glutamatergic,0,2.48667838193622,0.156050677267114,0,0.270611313448358,0.436070388128713,0
F2S4_160606_001_F01,83,#174F61,L6 IT ALM Oprk1,2,#27AAE1,Glutamatergic,0,2.6877971748461,1.78067885016181,0,0.555888768519606,0,0
F2S4_160606_001_G01,94,#53D385,L5 PT ALM Slco2a1,2,#27AAE1,Glutamatergic,0.169884112287627,2.50491018142759,2.75711257759756,0,0.587967035895935,0.29168568704421,0
F2S4_160606_001_H01,102,#006091,L6 CT ALM Nxph2 Sla,2,#27AAE1,Glutamatergic,0,2.73517114203758,0,0,0,0.169657464016041,0
F2S4_160606_002_A01,98,#3D9946,L5 NP ALM Trhr Nefl,2,#27AAE1,Glutamatergic,0.183289697216697,1.81679508718868,0.183289697216697,0,0.183289697216697,0.559349770735416,0
F2S4_160606_002_B01,102,#006091,L6 CT ALM Nxph2 Sla,2,#27AAE1,Glutamatergic,0.183319536191271,2.32550535068727,2.65727160299316,0,0.796001257077262,0.183319536191271,0
F2S4_160606_002_D01,103,#5C89CC,L6 CT VISp Nxph2 Wls,2,#27AAE1,Glutamatergic,0,2.39468823818029,1.98067359156863,0,0,0,0
F2S4_160606_002_E01,102,#006091,L6 CT ALM Nxph2 Sla,2,#27AAE1,Glutamatergic,0.188945048974545,2.46466300797092,0,0,0.771258908443224,0.320170777040833,0
F2S4_160606_002_F01,83,#174F61,L6 IT ALM Oprk1,2,#27AAE1,Glutamatergic,0,2.77357183589767,1.35852135663719,0,0.833883057144359,0.134765609936116,0
F2S4_160606_002_G01,82,#53A39D,L6 IT ALM Tgfb1,2,#27AAE1,Glutamatergic,0,2.75333412074187,0.183474936599826,0,0.670249787141487,0.411141554963354,0
F2S4_160606_002_H01,102,#006091,L6 CT ALM Nxph2 Sla,2,#27AAE1,Glutamatergic,0.185506879167023,2.11910568930926,1.51815226157257,0,0,0.495752686039099,1.67049904214357
F2S4_160606_003_A01,102,#006091,L6 CT ALM Nxph2 Sla,2,#27AAE1,Glutamatergic,0.159628834798201,2.35023036359898,2.33265412925311,0,0.159628834798201,0.443547709036007,0
F2S4_160606_003_B01,98,#3D9946,L5 NP ALM Trhr Nefl,2,#27AAE1,Glutamatergic,0,2.04772943827714,0,0,0.519107855796844,0,0
F2S4_160606_003_C01,80,#008F1F,L5 IT ALM Cpa6 Gpr88,2,#27AAE1,Glutamatergic,0,2.65007076468759,2.13669987368311,0,0,0.159694428932591,0
F2S4_160606_003_D01,98,#3D9946,L5 NP ALM Trhr Nefl,2,#27AAE1,Glutamatergic,0,2.10917126932714,0,0,0,0.288147486142928,0
F2S4_160606_003_E01,83,#174F61,L6 IT ALM Oprk1,2,#27AAE1,Glutamatergic,0,2.64226221008245,0,0,1.0685789387384,0.478311968763717,0
F2S4_160606_003_F01,81,#53879D,L5 IT ALM Gkn1 Pcdh19,2,#27AAE1,Glutamatergic,0.2848897815451,2.68524821299467,0,0,0.925120503212963,0,0
F2S4_160606_003_G01,98,#3D9946,L5 NP ALM Trhr Nefl,2,#27AAE1,Glutamatergic,0,2.2973192785066,0,0,0.770538522749668,0.173062162286815,0
F2S4_160606_003_H01,98,#3D9946,L5 NP ALM Trhr Nefl,2,#27AAE1,Glutamatergic,0,2.50077868737187,0.18167215455167,0,0,0.18167215455167,0
F2S4_160606_006_A01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0.277537534351877,2.29333860880987,2.71255922828161,0,0.277537534351877,0.16057165369919,0
F2S4_160606_006_B01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.57821052485192,2.40199638356123,0,0,0,0.206047193442061
F2S4_160606_006_C01,75,#00A79D,L5 IT ALM Cbln4 Fezf2,2,#27AAE1,Glutamatergic,0,2.73146487361291,2.75121893891244,0,0.404019329815458,0.30610198792169,0
F2S4_160606_006_D01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0.180556489729142,2.48888778691958,2.24363237106295,0,0.405944660737291,0.180556489729142,0
F2S4_160606_006_E01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0.203785732476546,2.35090837239023,3.02021551278112,0,0,0.34193641365941,0
F2S4_160606_006_F01,75,#00A79D,L5 IT ALM Cbln4 Fezf2,2,#27AAE1,Glutamatergic,0,2.5561985859639,2.31693251365819,0,0,0,0
F2S4_160606_006_G01,75,#00A79D,L5 IT ALM Cbln4 Fezf2,2,#27AAE1,Glutamatergic,0,2.56330956674661,2.21370806187769,0,0.350442833326781,0.456594897714169,0
F2S4_160606_006_H01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.49072935968081,2.56911457721266,0,0,0.531626970855132,0
F2S4_160606_007_A01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.61386114756528,1.928808997132,0,0.440867404809605,0.440867404809605,0
F2S4_160606_007_B01,66,#ADE6A6,L2/3 IT ALM Macc1 Lrg1,2,#27AAE1,Glutamatergic,0,2.45150880126739,3.07537103203864,0,0.188073076714753,0.188073076714753,0
F2S4_160606_007_C01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0.200263287741067,2.4776588015284,2.39485517739856,0,0.524190579222775,0.200263287741067,0
F2S4_160606_007_D01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.56604656199984,2.6873838318201,0,0.200705392785085,0,0
F2S4_160606_007_E01,73,#33A9CE,L5 IT ALM Npw,2,#27AAE1,Glutamatergic,0,2.45528688964919,2.88165641871305,0,0,0.178303733499182,0
F2S4_160606_007_F01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.53865162238463,2.34662290290559,0,0,0.343430621807116,0
F2S4_160606_007_G01,73,#33A9CE,L5 IT ALM Npw,2,#27AAE1,Glutamatergic,0,2.35782217696068,2.27927365068039,0,0.220535671121381,0,0
F2S4_160606_007_H01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.57416777716954,2.48391948580655,0,0.21327813009932,0.620187146180318,0
F2S4_160606_008_A01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,3.1075953171164,2.47313861671362,0,0,0.683292823172971,0
F2S4_160606_008_B01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.97392492161731,1.83171823419712,0,0,0,0
F2S4_160606_008_C01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.89447513714425,1.9312239197615,0,0.715293151813359,0.617380720419726,0
F2S4_160606_008_D01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.98254243851269,2.05032649931545,0,0.172631386621366,0.172631386621366,0
F2S4_160606_008_E01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.80067936503291,2.73594883460591,0,0,0.446382970755768,0
F2S4_160606_008_F01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.78547405985258,2.26233209084477,0,0,0.178062567319643,0
F2S4_160606_008_G01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0.179179183691948,2.91713594757298,2.0047419230028,0,0,0.403482561623587,0
F2S4_160606_008_H01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.95348576150937,2.30724368729393,0,0,0.678378643103843,0
F2S4_160606_009_A01,76,#2F8C4D,L5 IT ALM Lypd1 Gpr88,2,#27AAE1,Glutamatergic,0,2.78064325813192,2.650328773642,0,0.155621122732495,0,0
F2S4_160606_009_B01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.87559102523594,1.96679554330132,0,0,0,0
F2S4_160606_009_C01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.82497449005616,2.14835150320062,0,0,0,0
F2S4_160606_009_D01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.43892126246851,2.22626298934299,0,0,0,0
F2S4_160606_009_E01,73,#33A9CE,L5 IT ALM Npw,2,#27AAE1,Glutamatergic,0,3.034963772341,2.07098734439339,0,0,0,0
F2S4_160606_009_F01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.62150778571484,2.24684071998202,0,0,0,0
F2S4_160606_009_G01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.7695102336819,2.14591386312034,0,0,0,0
F2S4_160606_009_H01,66,#ADE6A6,L2/3 IT ALM Macc1 Lrg1,2,#27AAE1,Glutamatergic,0,2.7410695020107,3.0871728356707,0,0,0,0
F2S4_160606_010_A01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.86591611685624,2.02243578361897,0,0,0,0
F2S4_160606_010_B01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0.720702365396252,2.38672083629313,3.15050496470618,0,0,0,0
F2S4_160606_010_C01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.93104789669766,1.60353796621196,0,0,0,0
F2S4_160606_010_D01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.53926635100142,2.36025761358463,0,0,0,0
F2S4_160606_010_E01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.55253090526626,2.14722293838253,0,0,0,0
F2S4_160606_010_F01,66,#ADE6A6,L2/3 IT ALM Macc1 Lrg1,2,#27AAE1,Glutamatergic,0,2.54428085179974,3.05585650393423,0,0,0,0
F2S4_160606_010_G01,66,#ADE6A6,L2/3 IT ALM Macc1 Lrg1,2,#27AAE1,Glutamatergic,0,2.46656240136414,3.43800792888991,0,0,0,0
F2S4_160606_010_H01,73,#33A9CE,L5 IT ALM Npw,2,#27AAE1,Glutamatergic,0,2.72766600628487,2.82876159194321,0,0,0,0
F2S4_160606_011_A01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.41516111615831,2.5008569809558,0,0.212305855730973,0,0
F2S4_160606_011_B01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0.192796925083748,2.53951880353225,2.66361771709568,0,0,0,0
F2S4_160606_011_C01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.34556451216696,2.5372824963839,0,0,0,0
F2S4_160606_011_D01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.62097468408856,2.61296199180693,0,0.189085196787553,0,0
F2S4_160606_011_E01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0.303926782627584,2.45523240160875,3.03168897466959,0,0,0,0
F2S4_160606_011_F01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.51976289424692,0.944798269126817,0,0,0,0
F2S4_160606_011_G01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.57591544750122,2.18549291875516,0,0,0,0
F2S4_160606_011_H01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0.21370602042173,2.61050441179247,1.30257479729037,0,0,0,0
F2S4_160606_012_A01,83,#174F61,L6 IT ALM Oprk1,2,#27AAE1,Glutamatergic,0,2.58832761800917,2.27106451213255,0,0,0,0
F2S4_160606_012_B01,100,#47867A,L6 NP ALM Trh,2,#27AAE1,Glutamatergic,0,2.15047988254645,0.316354424479708,0,0,0,0
F2S4_160606_012_C01,98,#3D9946,L5 NP ALM Trhr Nefl,2,#27AAE1,Glutamatergic,0,2.25584734015045,0,0,0,0,0
F2S4_160606_012_D01,100,#47867A,L6 NP ALM Trh,2,#27AAE1,Glutamatergic,0,2.32067056715681,0,0,0.185819884265534,0,0
F2S4_160606_012_E01,100,#47867A,L6 NP ALM Trh,2,#27AAE1,Glutamatergic,0,2.4019847375862,0,0,0,0,0
F2S4_160606_012_G01,102,#006091,L6 CT ALM Nxph2 Sla,2,#27AAE1,Glutamatergic,0,2.69204116072193,0,0,0,0,0
F2S4_160606_012_H01,83,#174F61,L6 IT ALM Oprk1,2,#27AAE1,Glutamatergic,0,2.78424550723333,1.43988284195327,0,0,0,0
F2S4_160606_018_A01,76,#2F8C4D,L5 IT ALM Lypd1 Gpr88,2,#27AAE1,Glutamatergic,0.115355813578013,2.66198082859274,2.80362264031567,0,0,0.345753852252087,0
F2S4_160606_018_B01,78,#669D6A,L5 IT ALM Tmem163 Dmrtb1,2,#27AAE1,Glutamatergic,0.111090459829309,2.75896175212516,2.9695579964862,0,0,0.705935136048483,0
F2S4_160606_018_C01,66,#ADE6A6,L2/3 IT ALM Macc1 Lrg1,2,#27AAE1,Glutamatergic,0.124837411654134,2.35242179962175,2.68444075799001,0,0.425715375547967,0,0
F2S4_160606_018_D01,75,#00A79D,L5 IT ALM Cbln4 Fezf2,2,#27AAE1,Glutamatergic,0.222792706849772,2.63142017971566,2.72112996503804,0,0.30220962197089,0.222792706849772,0
F2S4_160606_018_E01,75,#00A79D,L5 IT ALM Cbln4 Fezf2,2,#27AAE1,Glutamatergic,0.109023030524323,2.92806918742058,2.81890400866506,0,0,0,0
F2S4_160606_018_F01,72,#26BF64,L5 IT VISp Col27a1,2,#27AAE1,Glutamatergic,0,2.91594336239348,2.12174012028131,0,0.119678901800947,0.213402162356502,0
F2S4_160606_018_G01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.56030652711371,3.32299555180161,0,0.132911907001785,0.132911907001785,0
F2S4_160606_018_H01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.3491542987092,3.01306552243419,0,0.611659285932886,0,0
F2S4_160606_019_A01,73,#33A9CE,L5 IT ALM Npw,2,#27AAE1,Glutamatergic,0,2.52590009548265,2.80447904435103,0,0.215790233277288,0.121162079776358,0
F2S4_160606_019_B01,73,#33A9CE,L5 IT ALM Npw,2,#27AAE1,Glutamatergic,0.119249791928165,2.59558551391588,2.85013547082306,0,0,0.354862245507505,0
F2S4_160606_019_C01,74,#0094C2,L5 IT ALM Pld5,2,#27AAE1,Glutamatergic,0,2.50181196380178,2.76035085454042,0,0.816904484271839,0,0
F2S4_160606_019_D01,66,#ADE6A6,L2/3 IT ALM Macc1 Lrg1,2,#27AAE1,Glutamatergic,0.127279536768401,2.63492203953068,3.3022777988605,0,0.127279536768401,0.127279536768401,0
F2S4_160606_019_E01,75,#00A79D,L5 IT ALM Cbln4 Fezf2,2,#27AAE1,Glutamatergic,0,2.522019341806,2.38576762076598,0,0,0.233246129512158,0
F2S4_160606_019_F01,77,#00879D,L5 IT ALM Tnc,2,#27AAE1,Glutamatergic,0,2.84707338617741,2.67416925231392,0,0,0.105599121375867,0
F2S4_160606_019_G01,66,#ADE6A6,L2/3 IT ALM Macc1 Lrg1,2,#27AAE1,Glutamatergic,0,2.43478573506604,3.30097561540301,0,0.120239308818459,0.291579731573953,0
F2S4_160606_019_H01,66,#ADE6A6,L2/3 IT ALM Macc1 Lrg1,2,#27AAE1,Glutamatergic,0.120510558803502,2.4890226996625,3.20870647143921,0,0.510364257079517,0,0
F2S4_160607_001_A01,56,#E62A5D,Pvalb Gpr149 Islr,1,#EF4136,GABAergic,3.04231389947922,0,0,0,0.814177194299433,0.453264465797496,3.31183172196946
F2S4_160607_001_B01,57,#D6221D,Pvalb Reln Tac1,1,#EF4136,GABAergic,2.7758721960968,0,0,0,0.326775294483155,0,3.06389370499935
F2S4_160607_001_C01,54,#BC2B11,Pvalb Calb1 Sst,1,#EF4136,GABAergic,2.94867860574276,0,0,0,0.183496416545587,0,3.17807843410229
F2S4_160607_001_D01,56,#E62A5D,Pvalb Gpr149 Islr,1,#EF4136,GABAergic,2.88062669797561,0,0,0,0.698101924254908,0.195900278376225,3.21583484683369
F2S4_160607_001_E01,53,#FF4343,Pvalb Akr1c18 Ntf3,1,#EF4136,GABAergic,2.95670283997737,0,0,0,0.683064707303584,0,2.85065216325011
F2S4_160607_001_F01,55,#C94545,Pvalb Sema3e Kank4,1,#EF4136,GABAergic,2.35350199367406,0,0,0,0.536839166097875,0,3.23400476778702
F2S4_160607_001_G01,55,#C94545,Pvalb Sema3e Kank4,1,#EF4136,GABAergic,2.79096362338649,0,0,0,0.723981688861034,0,3.28305639966035
F2S4_160607_001_H01,57,#D6221D,Pvalb Reln Tac1,1,#EF4136,GABAergic,2.96122904428814,0,0,0,0.796299576794145,0,2.73506196892271
F2S4_160607_002_A01,57,#D6221D,Pvalb Reln Tac1,1,#EF4136,GABAergic,2.85632372219984,0,0,0,0.501749757236945,0.271845700162387,3.19132424418318
F2S4_160607_002_B01,59,#AF3F64,Pvalb Tpbg,1,#EF4136,GABAergic,2.71466406848974,0,0,0,0.770216750307906,0,3.27861584424337
F2S4_160607_002_C01,59,#AF3F64,Pvalb Tpbg,1,#EF4136,GABAergic,3.02827434259491,0,0,0,0.307010172954554,0,2.56633559778948
F2S4_160607_002_D01,59,#AF3F64,Pvalb Tpbg,1,#EF4136,GABAergic,2.89434761610901,0,0,0,0.199976460636022,0.199976460636022,2.81689335682531
F2S4_160607_002_E01,59,#AF3F64,Pvalb Tpbg,1,#EF4136,GABAergic,2.77159220489176,0,0,0,0.700830477464759,0,2.82663270202411
F2S4_160607_002_F01,57,#D6221D,Pvalb Reln Tac1,1,#EF4136,GABAergic,2.76372949929585,0,0,0,0.555245260692578,0,3.15857258006397
F2S4_160607_002_G01,59,#AF3F64,Pvalb Tpbg,1,#EF4136,GABAergic,2.66880905896214,0,0.175921687978588,0,0.601678363255186,0,3.0766776683928
F2S4_160607_002_H01,53,#FF4343,Pvalb Akr1c18 Ntf3,1,#EF4136,GABAergic,2.7571589693023,0,0,0,0.621412514004854,0,3.13025459983683
F2S4_160607_003_A01,57,#D6221D,Pvalb Reln Tac1,1,#EF4136,GABAergic,2.76029674053918,0,0,0,1.07733900516848,0.206364133784512,2.7689271007049
F2S4_160607_003_B01,57,#D6221D,Pvalb Reln Tac1,1,#EF4136,GABAergic,2.61647929802238,0,0,0,0.486078652052665,0,3.15007871307086
F2S4_160607_003_C01,57,#D6221D,Pvalb Reln Tac1,1,#EF4136,GABAergic,2.69328397480494,0,0,0,0.845060952249036,0,2.74353783352344
F2S4_160607_003_D01,59,#AF3F64,Pvalb Tpbg,1,#EF4136,GABAergic,2.82405211234553,0,0,0,0.388457912538543,0.500923929359191,3.33370419902482
F2S4_160607_003_E01,57,#D6221D,Pvalb Reln Tac1,1,#EF4136,GABAergic,2.46040069345675,0,0,0,0.971203081925708,0,3.35247345097408
F2S4_160607_003_F01,57,#D6221D,Pvalb Reln Tac1,1,#EF4136,GABAergic,2.6826739938491,0,0,0,0.669620871579139,0,2.86413626008838
F2S4_160607_003_G01,59,#AF3F64,Pvalb Tpbg,1,#EF4136,GABAergic,2.66558434412672,0,0,0,1.00620156626343,0,3.19918410016369
F2S4_160607_003_H01,58,#E67A77,Pvalb Reln Itm2a,1,#EF4136,GABAergic,2.61920905762234,0,0.181711566936446,0,0.969071326871765,0,3.11752162681481
F2S4_160607_004_A01,59,#AF3F64,Pvalb Tpbg,1,#EF4136,GABAergic,2.91123333283512,0,0,0,0,0,3.15344064035628
